Brand,Processor_Brand,Processor_Full,Price,Discount,Original_price,RAM_GB,OS,Platform,Storage_GB,Storage_unit,Display_cm,Display_inch,Warranty,Availability,Processor_Gen_Num,Clean_Description
Lenovo,Intel,Intel Core i7 Processor (13th Gen),88799,29,125890.0,16.0,Windows 11,Windows,1024.0,TB,40.64,16.0,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection
Dell,Intel,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,88590,12,100939.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,12.0,"Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores; RAM & Storage: 16GB DDR4 & 512GB SSD; Graphics & Keyboard: Integrated & Backlit Keyboard + Fingerprint Reader; Display: 14.0"" FHD+ WVA Truelife Touch Narrow Border 250 nits, Dell Active Pen; Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 inch) Touchscreen Display; Office Home and Student 2021; 1 Year Onsite Hardware Service"
Lenovo,Intel,Intel Core i7 Processor (13th Gen),88500,10,99000.0,16.0,Windows 11,Windows,512.0,GB SSD,40.64,16.0,2.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; 2 Year warranty
Asus,AMD,AMD Ryzen 7 Octa Core Processor,88000,31,128990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 7 Octa Core Processor; 16 GB DDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty
Msi,Intel,Intel Core i7 Processor (13th Gen),87990,43,154990.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,2.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Onsite Warranty
Apple,Apple,Apple M3 Processor,87990,29,124900.0,8.0,Mac OS,Mac,512.0,GB SSD,33.02,13.0,1.0,In Stock,3.0,"Apple M3 Processor; 8 GB Unified Memory RAM; Mac OS Operating System; 512 GB SSD; 33.02 cm (13 Inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos; 1 Year Onsite Warranty"
Hp,Intel,Intel Core i7 Processor (13th Gen),87990,14,102918.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; 1 Year Onsite Warranty
Lenovo,Intel,Intel Core i5 Processor (13th Gen),87990,12,99990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; Office Home 2024; 1 Year Warranty and Only 6 Months Warranty on Battery and Adaptor
Lenovo,AMD,AMD Ryzen 7 Octa Core Processor,86990,26,118890.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 7 Octa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Carry-in Warranty
Asus,AMD,AMD Ryzen 7 Hexa Core Processor,86990,24,114990.0,16.0,Windows 11,Windows,1024.0,TB,40.64,16.0,1.0,In Stock,9.0,"AMD Ryzen 7 Hexa Core Processor; 16 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year, Xbox Game Pass for 3 months; 1 Year Onsite Warranty"
Asus,Intel,Intel Core i7 Processor (12th Gen),86990,13,100000.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,12.0,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Touchscreen Display; 1 Year Onsite Warranty
Asus,Intel,Intel Core i5 Processor (13th Gen),86990,32,128990.0,16.0,Windows 11,Windows,512.0,GB SSD,33.78,13.3,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 33.78 cm (13.3 Inch) Display; 1 Year Onsite Warranty
Dell,Intel,Intel Core i7 Processor (13th Gen),86990,12,99890.0,16.0,Windows 11,Windows,512.0,GB SSD,35.81,14.1,1.0,In Stock,13.0,"Intel Core i7 Processor (13th Gen); 16 GB LPDDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.81 cm (14.1 Inch) Display; Windows 11, Microsoft Office Home and Student 2021, McAfee® Multi Device Security 15-month subscription; 1 Year Onsite Hardware Service"
Dell,AMD,AMD Ryzen 7 Octa Core Processor,86990,7,93766.0,16.0,Windows 11,Windows,512.0,GB SSD,40.64,16.0,1.0,In Stock,9.0,AMD Ryzen 7 Octa Core Processor; 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; 1 Year Onsite Warranty
Asus,Intel,Intel Core Ultra 5 Processor,86989,51,179990.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,14.0,"Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Home Operating System; 1 TB SSD; 35.56 cm (14 Inch) Display; Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity); 1 Year Onsite Warranty"
Samsung,Intel,Intel Core Ultra 7 Processor,86689,21,109990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,14.0,Intel Core Ultra 7 Processor; 16 GB LPDDR5X RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; MS Office Home and Student 2024; 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Dell,Intel,Intel Core i5 Processor (13th Gen),86499,15,101921.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; 64 bit Windows 11 Home Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; 1 Year seller Warranty
Lenovo,AMD,AMD Ryzen 5 Hexa Core Processor,86130,0,86130.0,16.0,Windows 11,Windows,512.0,GB SSD,40.64,16.0,1.0,In Stock,9.0,AMD Ryzen 5 Hexa Core Processor; 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; 1 Year Onsite warranty
Asus,Intel,Intel Core i5 Processor (12th Gen),86129,12,98900.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; 1 Year Onsite Warranty
Lenovo,Intel,Intel Core i7 Processor (8th Gen),86000,0,86000.0,8.0,Windows 10,Windows,512.0,GB SSD,33.78,13.3,1.0,In Stock,8.0,"Intel Core i7 Processor (8th Gen); 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 512 GB SSD; 33.78 cm (13.3 inch) Display; Microsoft Office Home and Student 2016, Lenovo App Explorer, Lenovo Companion 3.0; 1 Year Onsite Warranty"
Samsung,Intel,Intel Core i5 Processor (12th Gen),85990,16,103490.0,8.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 8 GB LPDDR4X RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty
Lenovo,Intel,Intel Core i5 Processor (13th Gen),85990,23,111690.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1 Year Carry-in Warranty
Asus,Intel,Intel Core 7 Processor,85990,24,113990.0,16.0,Windows 11,Windows,512.0,GB SSD,40.64,16.0,1.0,In Stock,12.0,"Intel Core 7 Processor; 16 GB DDR5 RAM; Windows 11 Home Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), 
McAfee? 1 year, One-Month Membership of Adobe Creative Cloud All Apps; 1 Year Onsite warranty"
Lenovo,Intel,Intel Core i7 Processor (12th Gen),85990,38,140400.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,12.0,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; 1 Year Onsite Warranty
Lenovo,AMD,AMD Ryzen 7 Octa Core Processor,85990,25,116090.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 7 Octa Core Processor; 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; Microsoft Office Home & Student; 1 Year Onsite Warranty + 1 Year Premium Care + 1 Year ADP
Dell,Intel,Intel Core i5 Processor (13th Gen),85990,18,105000.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,13.0,"Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; Alienware Command Center,Dell Support Assist); 1 Year Onsite Warranty"
Dell,Qualcomm,Qualcomm Snapdragon X Plus Processor,85990,38,139900.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,12.0,"Qualcomm Snapdragon X Plus Processor; 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Touchscreen Display; My Dell (Dell Power Manager,Dell Support Assist); 1 Year Onsite Warranty"
Lenovo,AMD,AMD Ryzen 7 Octa Core Processor,85990,36,135690.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 7 Octa Core Processor; 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection
Acer,Intel,Intel Core i5 Processor (13th Gen),85990,4,89999.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; 1 Year International Travelers Warranty (ITW)
Hp,Intel,Intel Core 5 Processor (13th Gen),85990,4,90000.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,13.0,Intel Core 5 Processor (13th Gen); 16 GB DDR4 RAM; Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 YEAR
Hp,AMD,AMD Ryzen 7 Octa Core Processor,85990,10,95990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 7 Octa Core Processor; 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty
Dell,Intel,Intel Core i5 Processor (8th Gen),85524,0,85524.0,8.0,Windows 10,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,8.0,Intel Core i5 Processor (8th Gen); 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 1 TB HDD; 39.62 cm (15.6 inch) Display; Microsoft Office Home and Student 2016; 1 Year Onsite Warranty
Hp,AMD,AMD Ryzen 7 Octa Core Processor,85500,11,96136.0,16.0,Windows 11,Windows,512.0,GB SSD,40.89,16.1,1.0,In Stock,9.0,AMD Ryzen 7 Octa Core Processor; 16 GB DDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 40.89 cm (16.1 Inch) Display; Microsoft Office 2021 t; 1 Year Onsite Warranty
Asus,Intel,Intel Core Ultra 5 Processor,85350,30,122990.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,14.0,"Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Home Operating System; 512 GB SSD; 35.56 cm (14 Inch) Touchscreen Display; Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), 
McAfee? 1 year, One-Month Membership of Adobe Creative Cloud All Apps; 1 Year Onsite warranty"
Lenovo,Intel,Intel Core Ultra 5 Processor,85190,29,120290.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,14.0,Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Home Operating System; 1 TB SSD; 35.56 cm (14 Inch) Touchscreen Display; Office Home 2024; 1 Year Onsite Warranty
Lenovo,Intel,Intel Core i7 Processor (13th Gen),85190,30,123090.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; Office Home & Student 2021; 1Yr Warranty and 1 Yr Accidental Damage Protection
Hp,Intel,Intel Core i7 Processor (12th Gen),84999,23,110990.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,12.0,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 inch) Display; Microsoft Office Home & Student 2021; 1 Year Onsite Warranty
Hp,Intel,Intel Core i7 Processor (12th Gen),84999,41,146135.0,16.0,Windows 11,Windows,512.0,GB SSD,34.29,13.5,1.0,In Stock,12.0,Intel Core i7 Processor (12th Gen); 16 GB LPDDR4X RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 34.29 cm (13.5 inch) Display; 1 Year Onsite Warranty
Msi,Intel,Intel Core Ultra 5 Processor,84990,21,107990.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,2.0,In Stock,14.0,Intel Core Ultra 5 Processor; 16 GB DDR5 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; Microsoft Office Home & Student 2021; 2 Year On-Site Warranty
Msi,Intel,Intel Core Ultra 7 Processor (1st Gen),84990,24,111990.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,2.0,In Stock,14.0,Intel Core Ultra 7 Processor (1st Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Display; 2 Year Warranty Term
Dell,Intel,Intel Core i5 Processor (8th Gen),84990,1,86339.0,8.0,Windows 10,Windows,256.0,GB SSD,33.78,13.3,1.0,In Stock,8.0,"Intel Core i5 Processor (8th Gen); 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 256 GB SSD; 33.78 cm (13.3 inch) Touchscreen Display; Microsoft Office Home and Student 2016; 1 Year Premium Support Plus, 24x7 Technical Support and Assistance"
Dell,Intel,Intel Core Ultra 5 Processor,84990,24,111907.0,16.0,Windows 11,Windows,512.0,GB SSD,33.78,13.3,1.0,In Stock,14.0,"Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 512 GB SSD; 33.78 cm (13.3 Inch) Display; My Dell, Dell Power Manager, Support Assist, Dell ComfortView; 1 Year Onsite Hardware Service"
Samsung,Intel,Intel Core i7 Processor (13th Gen),84990,42,147990.0,16.0,Windows 11,Windows,512.0,GB SSD,33.78,13.3,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR4X RAM; Windows 11 Operating System; 512 GB SSD; 33.78 cm (13.3 Inch) Touchscreen Display; 1 Year Onsite Warranty
Lenovo,Intel,Intel Core i5 Processor (12th Gen),84990,19,105000.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1Yr Warranty and 1 Yr Accidental Damage Protection
Msi,Intel,Intel Core Ultra 5 Processor,84990,24,111990.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,2.0,In Stock,14.0,Intel Core Ultra 5 Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Carry-in Warranty
Lenovo,AMD,AMD Ryzen AI 7 Octa Core Processor,84989,32,125890.0,24.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,9.0,AMD Ryzen AI 7 Octa Core Processor; 24 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 35.56 cm (14 Inch) Display; Office Home 2024 + Lenovo AI Now; 1 Year Onsite Warranty
Hp,AMD,AMD Ryzen 7 Quad Core Processor (3rd Gen),84908,33,128000.0,16.0,Windows 10,Windows,512.0,GB SSD,33.78,13.3,1.0,In Stock,9.0,AMD Ryzen 7 Quad Core Processor (3rd Gen); 16 GB DDR4 RAM; Windows 10 Operating System; 512 GB SSD; 33.78 cm (13.3 inch) Touchscreen Display; 1 YEAR
Apple,Intel,Intel Core i5 Processor (5th Gen),84900,0,84900.0,8.0,Mac OS,Mac,128.0,GB SSD,33.78,13.3,1.0,In Stock,5.0,"Intel Core i5 Processor (5th Gen); 8 GB DDR3 RAM; 64 bit Mac OS Operating System; 128 GB SSD; 33.78 cm (13.3 inch) Display; Built-in Apps: Siri, Safari, App Store, iMovie, GarageBand, Keynote, FaceTime, iBooks, iTunes; 1 Year Carry In Warranty"
Asus,Qualcomm,Qualcomm Snapdragon X Processor,83990,31,122990.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,12.0,"Qualcomm Snapdragon X Processor; 16 GB LPDDR5X RAM; Windows 11 Home Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year; 1 Year Onsite Warranty"
Dell,Intel,Intel Core i5 Processor (12th Gen),83990,21,106800.0,8.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 8 GB DDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 inch) Touchscreen Display; 1 Year Onsite Hardware Service
Lenovo,Intel,Intel Core i7 Processor (12th Gen),83990,6,90000.0,12.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,12.0,Intel Core i7 Processor (12th Gen); 12 GB DDR5 RAM; Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty
Hp,AMD,AMD Ryzen 7 Octa Core Processor,83490,15,99004.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 7 Octa Core Processor; 16 GB LPDDR4X RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Touchscreen Display; 1 Year Onsite Warranty
Lenovo,Intel,Intel Core i7 Processor (13th Gen),83190,24,110490.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB LPDDR5X RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1 Year Carry-in Warranty
Lenovo,Intel,Intel Core i5 Processor (12th Gen),83190,36,131190.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1Yr Warranty and 1 Yr Accidental Damage Protection
Msi,Intel,Intel Core i7 Processor (13th Gen),82990,17,100990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,2.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 2 Year On-Site Warranty
Samsung,Intel,Intel Core i5 Processor (12th Gen),82990,0,82990.0,8.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 8 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty
Hp,Intel,Intel Core i5 Processor (13th Gen),82990,30,118592.0,16.0,Windows 11,Windows,512.0,GB SSD,40.64,16.0,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB LPDDR5X RAM; Windows 11 Home Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; MS Office H&S 2021; 1 Year Onsite Warranty
Acer,AMD,AMD Ryzen 5 Hexa Core Processor,82990,30,119999.0,8.0,Windows 11,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 5 Hexa Core Processor; 8 GB DDR5 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 1 Year International Travelers Warranty (ITW)
Dell,Intel,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,82990,7,90000.0,8.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,12.0,"Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores; RAM & Storage: 8GB DDR4 & 512GB SSD; Graphics & Keyboard: Integrated & Backlit Keyboard + Fingerprint Reader; Display: 14.0"" FHD+ WVA Truelife Touch Narrow Border 250 nits, Dell Active Pen; Intel Core i5 Processor (12th Gen); 8 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1 Year Onsite Hardware Service"
Dell,Qualcomm,Qualcomm Snapdragon X Plus Processor,82900,38,135681.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,3.0,In Stock,12.0,"Qualcomm Snapdragon X Plus Processor; 16 GB LPDDR5X RAM; 64 bit Windows 11 Home Operating System; 512 GB SSD; 35.56 cm (14 inch) Touchscreen Display; McAfee LiveSafe 5-device, 3-year, MS Office H&S 2021; 1Y Basic Onsite Service"
Dell,Qualcomm,Qualcomm Snapdragon X Plus Processor,82490,22,106536.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,12.0,"Qualcomm Snapdragon X Plus Processor; 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; My Dell (Dell Power Manager,Dell Support Assist); 1 Year Onsite Hardware Service"
Hp,Intel,Intel Core Ultra 5 Processor,82000,8,90000.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,14.0,Intel Core Ultra 5 Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; 1 Year Onsite Warranty
Asus,AMD,AMD Ryzen 5 Hexa Core Processor,81990,0,81990.0,8.0,Windows 10,Windows,512.0,GB SSD,43.94,17.3,1.0,In Stock,9.0,AMD Ryzen 5 Hexa Core Processor; 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 512 GB SSD; 43.94 cm (17.3 inch) Display; 1 Year Onsite Warranty
Asus,AMD,AMD Ryzen 7 Octa Core Processor,81989,24,107990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 7 Octa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty
Unknown,Intel,Intel Core i7 Processor (12th Gen),81999,0,81999.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,12.0,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; 1 Year Carry-in Warranty
Lenovo,Intel,Intel Core i5 Processor (13th Gen),81999,9,90723.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection
Asus,Intel,Intel Core Ultra 5 Processor,81990,29,116990.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,14.0,"Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Home Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee? 1 year; 1 Year Onsite warranty"
Asus,Intel,Intel Core i5 Processor (8th Gen),81990,0,81990.0,8.0,Windows 10,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,8.0,Intel Core i5 Processor (8th Gen); 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 1 TB HDD; 35.56 cm (14 inch) Display; 1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase
Dell,Intel,Intel Core i5 Processor (12th Gen),81990,17,99155.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Hardware Service
Lenovo,Intel,Intel Core i5 Processor (13th Gen),81899,13,95000.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Display; 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection
Hp,Intel,Intel Core i5 Processor (13th Gen),81454,17,98990.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1 Year Onsite Warranty
