Brand,Processor_Brand,Processor_Full,Price,Discount,Original_price,RAM_GB,OS,Platform,Storage_GB,Storage_unit,Display_cm,Display_inch,Warranty,Availability,Processor_Gen_Num,Clean_Description
Samsung,Intel,Intel Core i7 Processor (13th Gen),154550,0,154550.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; 1 Year Onsite Warranty
Dell,Intel,Intel Core Ultra 7 Processor,153990,10,171424.0,16.0,Windows 11,Windows,1024.0,TB,40.64,16.0,1.0,In Stock,14.0,Intel Core Ultra 7 Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; Alienware Command Centre 6.0; 1 Year Onsite Hardware Service
Lenovo,Intel,Intel Core i7 Processor (12th Gen),153824,20,194304.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,3.0,In Stock,12.0,Intel Core i7 Processor (12th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 3 Year Premier Support
Microsoft,Intel,Intel Core i7 Processor (12th Gen),152990,8,167999.0,16.0,Windows 11,Windows,256.0,GB SSD,33.02,13.0,1.0,In Stock,12.0,Intel Core i7 Processor (12th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 256 GB SSD; 33.02 cm (13 inch) Touchscreen Display; 1 Year Carry-in Warranty
Samsung,Intel,Intel Core Ultra 5 Processor,150990,19,187190.0,16.0,Windows 11,Windows,512.0,GB SSD,40.64,16.0,1.0,In Stock,14.0,Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Touchscreen Display; 1 Year Onsite Warranty
Microsoft,Snapdragon,Snapdragon X Elite Processor,150990,2,154999.0,16.0,Windows 11,Windows,512.0,GB SSD,35.05,13.8,1.0,In Stock,12.0,Snapdragon X Elite Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 512 GB SSD; 35.05 cm (13.8 Inch) Touchscreen Display; 1 Year Onsite Warranty
Acer,Intel,Intel Core Ultra 7 Processor,149999,19,185999.0,16.0,Windows 11,Windows,1024.0,TB,40.64,16.0,1.0,In Stock,14.0,Intel Core Ultra 7 Processor; 16 GB DDR5 RAM; 64 bit Windows 11 Home Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; 1 Year Warranty
Apple,Apple,Apple M3 Processor,149990,14,174900.0,16.0,Mac OS,Mac,1024.0,TB,33.02,13.0,1.0,In Stock,3.0,"Apple M3 Processor; 16 GB Unified Memory RAM; Mac OS Operating System; 1 TB SSD; 33.02 cm (13 Inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos; 1 Year Onsite Warranty"
Unknown,Intel,Intel Core i7 Processor (13th Gen),149990,30,215300.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,2.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Carry-in Warranty
Hp,Intel,Intel Core i7 Processor (13th Gen),149990,14,176108.0,16.0,Windows 11,Windows,512.0,GB SSD,40.89,16.1,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 40.89 cm (16.1 Inch) Display; 1 Year Onsite Warranty
Asus,AMD,AMD Ryzen AI 9 12 Core Processor,149990,19,185990.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,9.0,AMD Ryzen AI 9 12 Core Processor; 16 GB LPDDR5X RAM; Windows 11 Home Operating System; 1 TB SSD; 35.56 cm (14 inch) Display; Microsoft Office Home 2024 + Microsoft 365 Basic; 1 Year Onsite Warranty
Samsung,Intel,Intel Core Ultra 7 Processor,149699,24,197789.0,32.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,14.0,Intel Core Ultra 7 Processor; 32 GB LPDDR5X RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 inch) Touchscreen Display; MS Office Home and Student 2021; 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Samsung,Intel,Intel Core i7 Processor (13th Gen),147926,0,147926.0,16.0,Windows 11,Windows,1024.0,TB,33.78,13.3,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR4X RAM; Windows 11 Operating System; 1 TB SSD; 33.78 cm (13.3 Inch) Touchscreen Display; 1 Year Onsite Warranty
Hp,Intel,Intel Core Ultra 7 Processor,146990,12,168617.0,24.0,Windows 11,Windows,1024.0,TB,40.64,16.0,1.0,In Stock,14.0,Intel Core Ultra 7 Processor; 24 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; 1 Year Onsite Warranty
Hp,AMD,AMD Ryzen 7 Octa Core Processor,146499,1,148990.0,16.0,Windows 11,Windows,1024.0,TB,40.89,16.1,1.0,In Stock,9.0,AMD Ryzen 7 Octa Core Processor; 16 GB DDR5 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 40.89 cm (16.1 Inch) Display; 1 Year Onsite Warranty
Asus,Intel,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",146490,0,146490.0,8.0,Windows 10,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,7.0,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features); Intel Core i7 Processor (7th Gen); 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 1 TB HDD|256 GB SSD; 39.62 cm (15.6 inch) Display; Gaming Center, ROG Game First III, ICEsound; 1 Year Onsite Warranty"
Asus,Intel,Intel Core i5 Processor (13th Gen),146100,4,152990.0,16.0,Windows 11,Windows,512.0,GB SSD,40.64,16.0,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; 1 Year Onsite Warranty
Acer,Intel,Intel Core i7 Processor (14th Gen),145990,26,197999.0,16.0,Windows 11,Windows,1024.0,TB,40.64,16.0,1.0,In Stock,14.0,Intel Core i7 Processor (14th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; 1 Year International Travelers Warranty (ITW)
Hp,Intel,Intel Core Ultra 7 Processor,145990,21,185479.0,32.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,14.0,Intel Core Ultra 7 Processor; 32 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1 Year Onsite Warranty
Msi,AMD,AMD Ryzen AI 9 10 Core Processor,144990,13,167990.0,32.0,Windows 11,Windows,1024.0,TB,40.64,16.0,2.0,In Stock,9.0,AMD Ryzen AI 9 10 Core Processor; 32 GB LPDDR5X RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Touchscreen Display; Microsoft Office Home & Student 2021; 2 Year On-Site Warranty
Asus,Intel,Intel Core Ultra 9 Processor,144990,15,170990.0,32.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,14.0,Intel Core Ultra 9 Processor; 32 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 inch) Touchscreen Display; 1 Year Onsite Warranty
Asus,Intel,Intel Core i9 Processor (12th Gen),144990,29,206990.0,32.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,12.0,Intel Core i9 Processor (12th Gen); 32 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 inch) Touchscreen Display; Microsoft Office Home & Student 2021; 1 Year Onsite Warranty
Asus,AMD,AMD Ryzen 9 Octa Core Processor,144990,15,171990.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 9 Octa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite warranty
Asus,Intel,Intel Core Ultra 5 Processor,144990,25,194990.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,14.0,Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1 Year Onsite warranty
Samsung,Intel,Intel Core Ultra 7 Processor,144990,17,175188.0,16.0,Windows 11,Windows,512.0,GB SSD,40.64,16.0,1.0,In Stock,14.0,Intel Core Ultra 7 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Touchscreen Display; 1 Year Onsite Warranty
Asus,Intel,Intel Core i5 Processor (13th Gen),144990,40,242990.0,16.0,Windows 11,Windows,1024.0,TB,36.83,14.5,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 36.83 cm (14.5 Inch) Touchscreen Display; 1 Year Onsite Warranty
Apple,Apple,Apple M4 Processor,144900,0,144900.0,16.0,Mac OS,Mac,512.0,GB SSD,38.86,15.3,1.0,In Stock,4.0,"Apple M4 Processor; 16 GB Unified Memory RAM; Mac OS Operating System; 512 GB SSD; 38.86 cm (15.3 inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather; 1 Year Limited Warranty"
Apple,Apple,Apple M4 Processor,144900,0,144900.0,16.0,Mac OS,Mac,512.0,GB SSD,38.86,15.3,1.0,Limited,4.0,"Apple M4 Processor; 16 GB Unified Memory RAM; Mac OS Operating System; 512 GB SSD; 38.86 cm (15.3 inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather; 1 Year Limited Warranty"
Hp,Intel,Intel Core i7 Processor (13th Gen),144588,3,149588.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Touchscreen Display; 1 Year Onsite Warranty
Hp,Intel,Intel Core i7 Processor (13th Gen),143199,15,168617.0,32.0,Windows 11,Windows,1024.0,TB,34.29,13.5,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 32 GB LPDDR4X RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 34.29 cm (13.5 Inch) Touchscreen Display; 1 Year Onsite Warranty
Lenovo,Intel,Intel Core i7 Processor (10th Gen),142990,36,223890.0,16.0,Windows 10,Windows,1024.0,TB,35.56,14.0,3.0,In Stock,10.0,Intel Core i7 Processor (10th Gen); 16 GB LPDDR4X RAM; 64 bit Windows 10 Operating System; 1 TB SSD; 35.56 cm (14 inch) Display; 3 Years Warranty + 1 Year Premium Care + 1 Year ADP
Hp,Intel,Intel Core i7 Processor (12th Gen),141500,8,155490.0,16.0,Windows 11,Windows,1024.0,TB,40.89,16.1,1.0,In Stock,12.0,Intel Core i7 Processor (12th Gen); 16 GB DDR5 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 40.89 cm (16.1 inch) Display; Microsoft Office Home & Student 2021; 1 Year Onsite Warranty
Dell,Intel,Intel Core i9 Processor (13th Gen),141490,21,180323.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,13.0,"Intel Core i9 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; Alienware Command Center,Dell Support Assist; 1 Year Onsite Warranty"
Samsung,Intel,Intel Core Ultra 7 Processor,140990,24,187190.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,14.0,Intel Core Ultra 7 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1 Year Onsite Warranty
Lenovo,Snapdragon,Snapdragon X Elite Processor,140190,33,211290.0,32.0,Windows 11,Windows,1024.0,TB,36.83,14.5,1.0,In Stock,12.0,Snapdragon X Elite Processor; 32 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 36.83 cm (14.5 Inch) Touchscreen Display; 1 Year Onsite Warranty
Microsoft,Intel,Intel Core i7 Processor (12th Gen),139999,0,139999.0,8.0,Windows 11,Windows,256.0,GB SSD,38.1,15.0,1.0,In Stock,12.0,Intel Core i7 Processor (12th Gen); 8 GB LPDDR5 RAM; Windows 11 Operating System; 256 GB SSD; 38.1 cm (15 inch) Touchscreen Display; 1 Year Carry-in Warranty
Asus,AMD,AMD Ryzen AI 7 Octa Core Processor,139990,18,170990.0,24.0,Windows 11,Windows,1024.0,TB,40.64,16.0,1.0,In Stock,9.0,AMD Ryzen AI 7 Octa Core Processor; 24 GB LPDDR5X RAM; Windows 11 Home Operating System; 1 TB SSD; 40.64 cm (16 Inch) Touchscreen Display; Microsoft Office Home 2024 + Microsoft 365 Basic; 1 Year Onsite Warranty
Msi,Intel,Intel Core i7 Processor (14th Gen),139990,22,179990.0,32.0,Windows 11,Windows,1024.0,TB,40.64,16.0,2.0,In Stock,14.0,Intel Core i7 Processor (14th Gen); 32 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; 2 Year Onsite Warranty
Msi,Intel,Intel Core Ultra 7 Processor,139990,34,212990.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,2.0,In Stock,14.0,Intel Core Ultra 7 Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 inch) Display; 2 Year Carry-in Warranty
Microsoft,Snapdragon,Snapdragon X Elite Processor,139990,2,142999.0,16.0,Windows 11,Windows,256.0,GB SSD,38.1,15.0,1.0,In Stock,12.0,Snapdragon X Elite Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 256 GB SSD; 38.1 cm (15 Inch) Touchscreen Display; 1 Year Onsite Warranty
Msi,Intel,Intel Core i7 Processor (13th Gen),139990,17,169990.0,16.0,Windows 11,Windows,1024.0,TB,40.64,16.0,2.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; 2 Year Carry-in warranty
Msi,Intel,Pre-installed Genuine Windows 10 Home OS,139990,0,139990.0,16.0,Windows 10,Windows,1024.0,TB,39.62,15.6,2.0,In Stock,11.0,"Pre-installed Genuine Windows 10 Home OS; Intel Core i7 Processor (11th Gen); 16 GB DDR4 RAM; 64 bit Windows 10 Operating System; 1 TB SSD; 39.62 cm (15.6 inches) Display; Cooler Boost 5, Hi-Res Audio, Nahimic 3, Speaker Tuning Engine, MSI Center; 2 Year On-Site Warranty"
Apple,Apple,Apple M4 Processor,139900,0,139900.0,24.0,Mac OS,Mac,512.0,GB SSD,34.54,13.6,1.0,In Stock,4.0,"Apple M4 Processor; 24 GB Unified Memory RAM; Mac OS Operating System; 512 GB SSD; 34.54 cm (13.6 inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather; 1 Year Limited Warranty"
Dell,Intel,Intel Core i7 Processor (13th Gen),139699,38,227990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Premium Support
Samsung,Intel,Intel Core Ultra 7 Processor,138999,26,188589.0,16.0,Windows 11,Windows,512.0,GB SSD,40.64,16.0,1.0,In Stock,14.0,Intel Core Ultra 7 Processor; 16 GB LPDDR5X RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 inch) Touchscreen Display; MS Office Home and Student 2021; 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Hp,Intel,Intel Core Ultra 7 Processor,138990,13,160689.0,32.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,14.0,Intel Core Ultra 7 Processor; 32 GB LPDDR5X RAM; Windows 11 Home Operating System; 1 TB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1 Year Onsite Service
Hp,Intel,Intel Core i7 Processor (14th Gen),137990,15,162996.0,24.0,Windows 11,Windows,1024.0,TB,40.64,16.0,1.0,In Stock,14.0,Intel Core i7 Processor (14th Gen); 24 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; MS Office Home 2024 + MISC PC Game Pass DA 3M; 1 Year Onsite Warranty
Hp,Intel,Intel Core i7 Processor (13th Gen),137730,25,184123.0,16.0,Windows 11,Windows,1024.0,TB,40.64,16.0,3.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 inch) Touchscreen Display; 3 Years
Hp,AMD,AMD Ryzen 7 Octa Core Processor,137142,0,137142.0,16.0,Windows 11,Windows,1024.0,TB,40.89,16.1,1.0,In Stock,9.0,AMD Ryzen 7 Octa Core Processor; 16 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 40.89 cm (16.1 inch) Display; 1 Year Carry-in Warranty
Apple,Apple,Apple M2 Processor,135990,14,159900.0,16.0,Mac OS,Mac,1024.0,TB,34.54,13.6,1.0,In Stock,2.0,"Apple M2 Processor; 16 GB Unified Memory RAM; Mac OS Operating System; 1 TB SSD; 34.54 cm (13.6 Inch) Display; Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player; 1 Year Limited Warranty"
Dell,Intel,Intel Core i7 Processor,135000,19,168100.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,12.0,Intel Core i7 Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty
Msi,Intel,Intel Core Ultra 7 Processor,134990,31,195990.0,32.0,Windows 11,Windows,1024.0,TB,40.64,16.0,2.0,In Stock,14.0,Intel Core Ultra 7 Processor; 32 GB LPDDR5 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; Microsoft Office Home & Student 2021; 2 Year On-Site Warranty
Samsung,Intel,Intel Core Ultra 7 Processor,134990,19,167990.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,14.0,Intel Core Ultra 7 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1 Year Onsite Warranty
Asus,Intel,Intel Core Ultra 7 Processor,134990,26,182990.0,32.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,14.0,Intel Core Ultra 7 Processor; 32 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1 Year Onsite Warranty
Asus,Intel,Intel Core Ultra 7 Processor,134990,26,182990.0,32.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,14.0,Intel Core Ultra 7 Processor; 32 GB LPDDR5X RAM; Windows 11 Home Operating System; 1 TB SSD; 35.56 cm (14 Inch) Touchscreen Display; Microsoft Office Home 2024 + Microsoft 365 Basic; 1 Year Onsite Warranty
Asus,AMD,AMD Ryzen 9 Octa Core Processor,134990,33,203990.0,32.0,Windows 11,Windows,1024.0,TB,34.04,13.4,1.0,In Stock,9.0,AMD Ryzen 9 Octa Core Processor; 32 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 34.04 cm (13.4 Inch) Touchscreen Display; Microsoft Office Home & Student; 1 Year Onsite Warranty
Hp,AMD,AMD Ryzen AI 7 Octa Core Processor,134989,17,162996.0,24.0,Windows 11,Windows,1024.0,TB,40.64,16.0,1.0,In Stock,9.0,AMD Ryzen AI 7 Octa Core Processor; 24 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; 1 Year Onsite Warranty
Lenovo,Intel,Intel Core Ultra 9 Processor,134900,31,195899.0,32.0,Windows 11,Windows,1024.0,TB,40.64,16.0,1.0,In Stock,14.0,Intel Core Ultra 9 Processor; 32 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Touchscreen Display; 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection
Lenovo,Intel,Intel Core Ultra 9 Processor,134900,36,212700.0,32.0,Windows 11,Windows,1024.0,TB,40.64,16.0,1.0,In Stock,14.0,Intel Core Ultra 9 Processor; 32 GB LPDDR5X RAM; Windows 11 Home Operating System; 1 TB SSD; 40.64 cm (16 Inch) Touchscreen Display; Microsoft Office Home 2024; 1 Year Carry-in Warranty
Hp,Intel,Intel Core i7 Processor (13th Gen),132990,15,157376.0,16.0,Windows 11,Windows,1024.0,TB,34.29,13.5,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB LPDDR4X RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 34.29 cm (13.5 Inch) Touchscreen Display; 1 Year Onsite Warranty
Lenovo,Intel,Intel Core i7 Processor (14th Gen),132990,24,176090.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,14.0,Intel Core i7 Processor (14th Gen); 16 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; Office Home 2024 + Lenovo AI Now; 1 Year Onsite Warranty
Microsoft,Snapdragon,Snapdragon X Plus Processor,131990,2,134999.0,16.0,Windows 11,Windows,512.0,GB SSD,35.05,13.8,1.0,In Stock,12.0,Snapdragon X Plus Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 512 GB SSD; 35.05 cm (13.8 Inch) Touchscreen Display; 1 Year Onsite Warranty
Dell,Intel,Intel Core i7 Processor (13th Gen),131990,4,138490.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,13.0,"Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; Alienware Command Center,Dell Support Assist); 1 Year Basic Onsite Service after remote diagnosis with Hardware-Only Support"
Lenovo,Intel,Intel Core i7 Processor (11th Gen),131990,17,159290.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,11.0,Intel Core i7 Processor (11th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Carry in Warranty
Asus,Intel,Intel Core i7 Processor (13th Gen),131100,18,160745.0,16.0,Windows 11,Windows,1024.0,TB,40.64,16.0,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; 1 Year Warranty
Dell,Intel,Intel Core 7 Processor,130989,15,154598.0,16.0,Windows 11,Windows,1024.0,TB,40.64,16.0,1.0,In Stock,12.0,Intel Core 7 Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; 1 Year Onsite Warranty
Hp,Snapdragon,Snapdragon X Elite Processor,129999,15,153945.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,12.0,Snapdragon X Elite Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1 Year Onsite Warranty
Hp,Intel,Intel Core i5 Processor (13th Gen),129990,15,153625.0,16.0,Windows 11,Windows,512.0,GB SSD,40.89,16.1,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 40.89 cm (16.1 Inch) Display; 1 Year Onsite Warranty
Msi,Intel,Intel Core i7 Processor (14th Gen),129990,14,151990.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,2.0,In Stock,14.0,Intel Core i7 Processor (14th Gen); 16 GB DDR5 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; 2 Year On-Site Warranty
Unknown,Intel,Intel Core i5 Processor (12th Gen),129990,41,222750.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,2.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Carry-in Warranty
Hp,Intel,Intel Core i7 Processor (13th Gen),129990,26,176108.0,16.0,Windows 11,Windows,512.0,GB SSD,40.64,16.0,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; 1 Year Onsite Warranty
Msi,Intel,Intel Core Ultra 7 Processor,129990,27,179990.0,32.0,Windows 11,Windows,1024.0,TB,40.64,16.0,2.0,In Stock,14.0,Intel Core Ultra 7 Processor; 32 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; 2 Year Carry-in Warranty
Samsung,Intel,Intel Core Ultra 7 Processor,129990,37,209289.0,32.0,Windows 11,Windows,1024.0,TB,40.64,16.0,1.0,In Stock,14.0,Intel Core Ultra 7 Processor; 32 GB LPDDR5X RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 inch) Touchscreen Display; MS Office Home and Student 2021; 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Msi,Intel,Intel Core i7 Processor (13th Gen),129990,31,190990.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,2.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Onsite Warranty
